episode_number,title,url,date,topic,description
1250,Five Ways Jesus Changes Our Relationship to the Old Testament,https://www.desiringgod.org/interviews/five-ways-jesus-changes-our-relationship-to-the-old-testament,2018-09-14,Bible Reading,How do Christians know which Old Testament laws apply to them? Pastor John explains five ways Jesus shapes our approach to the Old Testament.
1249,What Is the Place of Faith in My Unanswered Prayers?,https://www.desiringgod.org/interviews/what-is-the-place-of-faith-in-my-unanswered-prayers,2018-09-12,Death & Dying,"When God consistently answers prayers with “no,” many of us wonder if our faith is the problem. So what role does faith play in unanswered prayers?"
1248,What Hope Does God Offer in My Depression?,https://www.desiringgod.org/interviews/what-hope-does-god-offer-in-my-depression,2018-09-10,Depression,"God promises hope to the downcast, fullness of life to the broken, and joy to the depressed. Here are five passages to turn to when darkness falls."
1247,Ministering Without R.C. Sproul,https://www.desiringgod.org/interviews/ministering-without-r-c-sproul,2018-09-07,Death & Dying,"R.C. Sproul went home to be with the Lord on December 14, 2017. Burk Parsons shares what it’s like to live and minister without him."
1246,Real Sermons Are Not Lectures or Moral Stories,https://www.desiringgod.org/interviews/real-sermons-are-not-lectures-or-moral-stories,2018-09-05,Church Practices,Pastors are not merely teachers or lecturers. They are shepherds to needy sheep. Burk Parsons describes the kind of sermons a shepherd should give.
1245,How Do I Feed My Joy in Jesus Every Morning?,https://www.desiringgod.org/interviews/how-do-i-feed-my-joy-in-jesus-every-morning,2018-09-03,Christian Hedonism,"If Christ is not our supreme treasure, something else will gladly take his place. So how do we preserve our joy in God through the day?"
1244,How Do I Choose Good Books and Grow My Library?,https://www.desiringgod.org/interviews/how-do-i-choose-good-books-and-grow-my-library,2018-08-31,Worldview & Culture,"Millions of books compete for our attention, but only a fraction of them are worth reading. So where do we start when trying to grow our library?"
1243,I Have Chronic Fatigue — How Do I Not Waste My Life?,https://www.desiringgod.org/interviews/i-have-chronic-fatigue-how-do-i-not-waste-my-life,2018-08-29,The Unwasted Life,"How do people not waste their lives if a chronic illness has stolen their strengths, taken their time, and put them in bed all day?"
1242,How Self-Esteem Ruins Bible Reading,https://www.desiringgod.org/interviews/how-self-esteem-ruins-bible-reading,2018-08-27,Identity in Christ,A relentless pursuit of self-esteem can increase your confidence and soothe your emotions. And it can also ruin your Bible reading.
1241,How Has Social Media Changed Bible Reading?,https://www.desiringgod.org/interviews/how-has-social-media-changed-bible-reading,2018-08-24,Technology,"Hand-lettered verses on Instagram may comfort and encourage us, but they will never suffice. We need more than devotional tidbits to survive."
1240,Women of the Word: Reading the Bible for Ourselves,https://www.desiringgod.org/interviews/women-of-the-word-reading-the-bible-for-ourselves,2018-08-22,Devotional Life,"Comprehension, interpretation, and application — these three steps from Jen Wilkin have helped thousands of women dive deep into God’s word."
1239,Is It Wrong for Men to Have Long Hair?,https://www.desiringgod.org/interviews/is-it-wrong-for-men-to-have-long-hair,2018-08-20,Culture,"Long hair may be acceptable for men today, but that doesn’t mean we can ignore what Paul was saying to the Corinthians. Pastor John explains why."
1238,How Do We Respect Others While Rejecting Their False Beliefs?,https://www.desiringgod.org/interviews/how-do-we-respect-others-while-rejecting-their-false-beliefs,2018-08-17,Evangelism,How do we respect Buddhist priests? How about imams? Pastor John helps explain how to treat everyone with respect but still make our differences known.
1237,Piper’s Reflections After a Mainline Church Service,https://www.desiringgod.org/interviews/pipers-reflections-after-a-mainline-church-service,2018-08-15,The Church,"Pastor John shares six tragic observations from a mainline church, and a helpful report card to check our tendencies to make assumptions about God."
1236,What Can We Learn from the Jordan Peterson Phenomenon?,https://www.desiringgod.org/interviews/what-can-we-learn-from-the-jordan-peterson-phenomenon,2018-08-13,Worldview,"Jordan Peterson has a bestselling book and a fast-growing following, especially among young men. What should Christians learn from him?"
1235,Why Is My Child Disabled?,https://www.desiringgod.org/interviews/why-is-my-child-disabled,2018-08-10,Disease & Sickness,"God could have prevented every disability we know today, but he didn’t. And he has ten thousand reasons why."
1234,Three Threats to the Joy of This Generation,https://www.desiringgod.org/interviews/three-threats-to-the-joy-of-this-generation,2018-08-08,Christian Hedonism,God wants his people to have serious joy. But at least three obstacles threaten the joy and the seriousness of this generation.
1233,What’s the Point of My Life?,https://www.desiringgod.org/interviews/whats-the-point-of-my-life,2018-08-06,Christian Hedonism,All people want to be a part of something larger than themselves. This is no accident. God designed you to join him in his goal of global glory.
1232,John Piper’s Most-Used Promises,https://www.desiringgod.org/interviews/john-pipers-most-used-promises,2018-08-03,Bible Memory,We kill sin with superior promises. Pastor Piper shares his most-used promises and how they have served him over the decades.
1231,How to Win the War for Morning Devotions,https://www.desiringgod.org/interviews/how-to-win-the-war-for-morning-devotions,2018-08-01,Bible Reading,"When you wake up more interested in Twitter than God’s word, the battle is not lost. It has just begun. Fight to get into his word."
1230,The Miracle of Waiting Faithfully,https://www.desiringgod.org/interviews/the-miracle-of-waiting-faithfully,2018-07-30,Prayer,"Whether we’re hoping for a job, a spouse, or something else, no one likes to patiently wait. But God transforms us in our waiting."
1229,How Do I Cling to God — When Life Feels Easy?,https://www.desiringgod.org/interviews/how-do-i-cling-to-god-when-life-feels-easy,2018-07-27,Spiritual Warfare,"We’re needy people. But when life’s going well, we often forget just how needy we really are."
1228,How Much Joy Can We Really Expect in This Life?,https://www.desiringgod.org/interviews/how-much-joy-can-we-really-expect-in-this-life,2018-07-25,Christian Hedonism,"In this life, our indwelling sin clouds our joy in God. But every Christian has the promise of never-ending, ever-increasing joy in God’s presence."
1227,Make War on Your Urge to Sulk,https://www.desiringgod.org/interviews/make-war-on-your-urge-to-sulk,2018-07-23,Indwelling Sin,"We all know that anger will only wound those around us. But its silent brother, sulking, can be just as deadly."
1226,When God Answers ‘No’ to Our Prayers,https://www.desiringgod.org/interviews/when-god-answers-no-to-our-prayers,2018-07-20,Prayer,How do we not let a no from God squelch our joy in him? John Piper offers two anchors of hope to help us remain steady in the struggle.
1225,How to Navigate Conversations About Sexual Identity,https://www.desiringgod.org/interviews/how-to-navigate-conversations-about-sexual-identity,2018-07-18,Homosexuality,A harvest awaits Christians in the gay community. Sam Allberry shares how he engages LGBT students with the message of Jesus.
1224,Am I Less Human If I’m Sexually Unfulfilled?,https://www.desiringgod.org/interviews/am-i-less-human-if-im-sexually-unfulfilled,2018-07-16,Sexual Purity,"You don’t need sex to be happy. Jesus never married, never had a romantic relationship, never had sex, and he was the most complete man to ever live."
1223,The Christian Debate over Sexual Identity,https://www.desiringgod.org/interviews/the-christian-debate-over-sexual-identity,2018-07-13,Homosexuality,"Sam Allberry, who has been attracted to the same sex his whole life, gives an insider’s take on the current debates over sexual identity."
1222,Does God Want Me to Be Happy or Holy?,https://www.desiringgod.org/interviews/does-god-want-me-to-be-happy-or-holy--2,2018-07-11,Christian Hedonism,"Does God want us to be happy or holy? How are holiness and happiness not at odds, but work together?"
1221,Did Paul and Moses Prioritize Mission over Joy in God?,https://www.desiringgod.org/interviews/did-paul-and-moses-prioritize-mission-over-joy-in-god,2018-07-09,Christian Hedonism,"If Moses and Paul wished to be personally damned so others could be saved, didn’t they prioritize mission for others over joy in God?"
1220,Does John Piper Add (Joy) to the Gospel?,https://www.desiringgod.org/interviews/does-john-piper-add-joy-to-the-gospel,2018-07-06,Christian Hedonism,We don’t receive Jesus in a saving way when we receive him as a ticket out of hell. He’s not a ticket. He’s a treasure — the greatest treasure.
1219,Universalism Distorts the Grace of God,https://www.desiringgod.org/interviews/universalism-distorts-the-grace-of-god,2018-07-04,The Grace of God,"When everyone gets grace, no one actually gets grace. Michael McClymond explains how universalism expels the biblical view of grace."
1218,Universalism Is ‘Alive and Well’ — How Do We Oppose It?,https://www.desiringgod.org/interviews/universalism-is-alive-and-well-how-do-we-oppose-it,2018-07-02,Predestination,"What is Christian universalism, and how should we respond? Michael McClymond, author of a new book on the topic, details the basics."
1217,Did C.S. Lewis Warn Against Christian Hedonism?,https://www.desiringgod.org/interviews/did-c-s-lewis-warn-against-christian-hedonism,2018-06-29,Christian Hedonism,Do Christian Hedonists call people to experience a level of joy now that will be available only in heaven?
1216,What Does It Feel Like to See the Beauty of Christ?,https://www.desiringgod.org/interviews/what-does-it-feel-like-to-see-the-beauty-of-christ,2018-06-27,The Glory of God,We often miss Christ’s beauty in his word because our hearts are out of sync. Pastor John explains how he prepares his heart to meet God.
1215,Is God Glorified in Those Who Reject Him?,https://www.desiringgod.org/interviews/is-god-glorified-in-those-who-reject-him,2018-06-25,The Glory of God,We know God is most glorified in us when we are most satisfied in him. But is God at all glorified in those who reject him?
1214,What 40-Year-Old David Platt Would Say to His 20-Year-Old Self,https://www.desiringgod.org/interviews/what-40-year-old-david-platt-would-say-to-his-20-year-old-self,2018-06-22,World Missions,"David Platt, like all of us, has past regrets and future hopes. Here’s what he would say to his 20-year-old self."
1213,Isn’t the Joy-Centered Life Just an Emotional Roller Coaster?,https://www.desiringgod.org/interviews/isnt-the-joy-centered-life-just-an-emotional-roller-coaster,2018-06-20,Christian Hedonism,"If our affections are the thermometer of our relationship with God, how can we remain stable through all our emotional ups and downs?"
1212,How Do I Find God’s Will for My Life?,https://www.desiringgod.org/interviews/how-do-i-find-gods-will-for-my-life,2018-06-18,Knowing God’s Will,"Security, comfort, and wealth aren’t the primary guides for our job decisions. God is. But how do we discern his will?"
1211,Does Scripture Forbid Entrepreneurs from Raising Big Money?,https://www.desiringgod.org/interviews/does-scripture-forbid-entrepreneurs-from-raising-big-money,2018-06-15,The Unwasted Life,"A bank account with seven, eight, or nine zeros is not necessarily sinful. But it is dangerous for hearts that easily treasure dollar signs."
1210,How Do I Overcome Crippling Self-Consciousness?,https://www.desiringgod.org/interviews/how-do-i-overcome-crippling-self-consciousness,2018-06-13,Identity in Christ,An excessive self-focus leads to either discouragement or pride. So what steps can we take to conquer the curse of self-consciousness?
1209,Where Is Satan Most Visibly Active Today?,https://www.desiringgod.org/interviews/where-is-satan-most-visibly-active-today,2018-06-11,Satan,"Wherever saving truth is hated, distorted, and muted, Satan is at work. Our best weapon against him is to tell and live the truth."
1208,A Word to Strengthen Parents of Disabled Children,https://www.desiringgod.org/interviews/a-word-to-strengthen-parents-of-disabled-children,2018-06-08,Parenting,"Caring for a disabled child often goes unthanked and unrecognized in this world. But God sees every sacrifice, and he will reward you."
1207,How Do I Overcome My Fear of Death?,https://www.desiringgod.org/interviews/how-do-i-overcome-my-fear-of-death,2018-06-06,Death & Dying,Everything we need in life and death was bought by the blood of Jesus. We have nothing to fear — not even death.
1206,Should Christians Save for Retirement?,https://www.desiringgod.org/interviews/should-christians-save-for-retirement,2018-06-04,Retirement,"The Bible doesn’t have a category for retiring from ministry. We may retire from a paid vocation, but never from loving and serving others."
1205,Drug Users and Christian Hedonists — Aren’t Both Just Chasing the Next High?,https://www.desiringgod.org/interviews/drug-users-and-christian-hedonists-arent-both-just-chasing-the-next-high,2018-06-01,Christian Hedonism,Both drug users and Christians feel ups and downs. But the parallels end there. Pastor John gives five reasons why the experiences are different.
1204,How Can We Tweet to the Glory of God?,https://www.desiringgod.org/interviews/how-can-we-tweet-to-the-glory-of-god,2018-05-30,Technology,"Twitter, Facebook, Snapchat — they allow us to say more words to more people than ever before. So how can we use them for an eternal purpose?"
1203,The Secret to Fighting Anxiety,https://www.desiringgod.org/interviews/the-secret-to-fighting-anxiety,2018-05-28,Fear & Anxiety,"Worry gains us nothing. As soon as we discover we have a problem, God has already been working on it, and the solution is on the way."
1202,Should We Sing of God’s ‘Reckless Love’?,https://www.desiringgod.org/interviews/should-we-sing-of-gods-reckless-love,2018-05-25,Corporate Worship,"Is the term “reckless” too reckless? Pastor John offers pastors, worship leaders, and congregations ways to think about the popular lyrics."
1201,Is My Joy Essential in Glorifying God?,https://www.desiringgod.org/interviews/is-my-joy-essential-in-glorifying-god,2018-05-23,Christian Hedonism,"Our enjoyment of God is not only a response to God’s glory — it is the way we glorify him. Therefore, joy in God is not optional."
1200,"Reflections on the Seashells Sermon, 18 Years Later",https://www.desiringgod.org/interviews/reflections-on-the-seashells-sermon-18-years-later,2018-05-21,Preaching & Teaching,"Eighteen years after OneDay 2000, Pastor John reflects on a sermon that roused thousands of young people to not waste their lives."
1199,How Do I Know If a Sermon Is Too Long or Too Short?,https://www.desiringgod.org/interviews/how-do-i-know-if-a-sermon-is-too-long-or-too-short,2018-05-18,Preaching & Teaching,Is there an ideal sermon length? Pastor John gives five factors to consider when trying to decide how long to preach.
1198,What Is the Place of Eloquence in Christian Preaching?,https://www.desiringgod.org/interviews/what-is-the-place-of-eloquence-in-christian-preaching,2018-05-16,Preaching & Teaching,"From alliteration and assonance to metaphors, imagery, and illustrations — what role does creativity, imagination, and rhetoric have in preaching?"
1197,How to Read the Bible — and Preach It,https://www.desiringgod.org/interviews/how-to-read-the-bible-and-preach-it,2018-05-14,Bible Reading,"Good sermons and good Bible reading push into a writer’s words, grammar, and logic to embrace all the glorious realities behind them."
1196,Piper’s Six-Stage Process for Writing Books,https://www.desiringgod.org/interviews/pipers-six-stage-process-for-writing-books,2018-05-11,Christian Thought,"After writing over fifty books, Pastor John explains his six-stage process, from gathering the initial idea to seeing the project come to life."
1195,How Does God’s Sovereignty Not Violate Our Decision-Making?,https://www.desiringgod.org/interviews/how-does-gods-sovereignty-not-violate-our-decision-making,2018-05-09,Calvinism,How does God’s sovereignty not make us robots? Pastor John explores the relationship between God’s sovereignty and the human will in seven steps.
1194,My Body: Friend or Foe?,https://www.desiringgod.org/interviews/my-body-friend-or-foe,2018-05-07,Diet & Exercise,True freedom from body hatred does not come from finally liking what we see in the mirror. It comes from being swept up in the greatness of God.
1193,Isn’t God Most Glorified in Me When I Am Most Self-Giving?,https://www.desiringgod.org/interviews/isnt-god-most-glorified-in-me-when-i-am-most-self-giving,2018-05-04,Christian Hedonism,Enjoying God and loving our neighbors are not competing goals. True love is the overflow of joy in God that meets the needs of others.
1192,How to Keep Your Faith When You Lose Confidence in a Local Church,https://www.desiringgod.org/interviews/how-to-keep-your-faith-when-you-lose-confidence-in-a-local-church,2018-05-02,Christian Unity,Christian community is a precious gift from God. But our love for the community must never replace our love for the Lord of the community.
1191,Why Do We See So Few Miracles Today?,https://www.desiringgod.org/interviews/why-do-we-see-so-few-miracles-today,2018-04-30,Spiritual Gifts,"There were fewer miracles in the Bible than many of us think, and there are more miracles today than many of us know."
1190,Where the Gospel of Roman Catholicism Fails,https://www.desiringgod.org/interviews/where-the-gospel-of-roman-catholicism-fails,2018-04-27,Sanctification & Growth,"Protestants insist that God imputes Christ’s righteousness to believers, while the Catholic Church claims that he imparts it. What’s the difference?"
1189,Do Paul’s Missions Leave Us with a Geographic Pattern to Follow?,https://www.desiringgod.org/interviews/do-pauls-missions-leave-us-with-a-geographic-pattern-to-follow,2018-04-25,World Missions,"Paul’s missionary journeys do not mandate how we should do missions today, but we can certainly learn from the methods he used."
1188,Why Will Some of Us Get Fewer Rewards in Heaven?,https://www.desiringgod.org/interviews/why-will-some-of-us-get-fewer-rewards-in-heaven,2018-04-23,Heaven & Hell,There will be no envy in heaven. Perfect love will reign. Those who have more will have humility; those who have less will rejoice in others’ gifts.
1187,Will Profanity Make Us More Relevant in Reaching Our Culture?,https://www.desiringgod.org/interviews/will-profanity-make-us-more-relevant-in-reaching-our-culture,2018-04-20,Evangelism,"Crude language won’t transform the culture. It won’t convict sinners. It may make us more relatable, but in the end it will backfire."
1186,Can We Skip the Parts of the New Testament Not in the Original Manuscripts?,https://www.desiringgod.org/interviews/can-we-skip-the-parts-of-the-new-testament-not-in-the-original-manuscripts,2018-04-18,Bible Translation & Interpretation,"The first manuscripts of the Bible no longer exist, but that doesn’t need to shake Christians’ faith. Pastor John gives three reasons why."
1185,Do the Biblical Warnings Against Riches Apply to Most Americans?,https://www.desiringgod.org/interviews/do-the-biblical-warnings-against-riches-apply-to-most-americans,2018-04-16,Money,"The aim of wartime simplicity is not to be as poor as possible, but to use all of our resources for the advancement of the gospel."
1184,Have I Really Forgiven Someone If I Keep Remembering Their Wrong?,https://www.desiringgod.org/interviews/have-i-really-forgiven-someone-if-i-keep-remembering-their-wrong,2018-04-13,Forgiveness,"The sign of forgiveness is not that you forget the pain another caused you, but that you relinquish the desire to punish, and instead seek their good."
1183,How Do I Avoid the Pitfalls of Too Little Introspection and Too Much?,https://www.desiringgod.org/interviews/how-do-i-avoid-the-pitfalls-of-too-little-introspection-and-too-much,2018-04-11,Sanctification & Growth,Self-examination can quickly turn into self-condemnation. Pastor John offers three strategies to keep introspection in its proper place.
1182,When Do We Intervene in Other People’s Conflicts?,https://www.desiringgod.org/interviews/when-do-we-intervene-in-other-peoples-conflicts,2018-04-09,Anger,God calls Christians to be peacemakers. But when and how should we intervene in other people’s conflicts?
1181,Does the Bible Portray Women as Emotional and Men as Rational?,https://www.desiringgod.org/interviews/does-the-bible-portray-women-as-emotional-and-men-as-rational,2018-04-06,Manhood & Womanhood,Our culture often stereotypes women as hyperemotional and men as rational. But is this a biblical dichotomy?
1180,How Do I Show Kindness to My Children and Expect Them to Obey?,https://www.desiringgod.org/interviews/how-do-i-show-kindness-to-my-children-and-expect-them-to-obey,2018-04-04,Children,"How do we teach our children to respect our God-given authority, while also treating them with Christlike humility and servant leadership?"
1179,Is the Great Commission for Every Individual Christian?,https://www.desiringgod.org/interviews/is-the-great-commission-for-every-individual-christian,2018-04-02,Frontier Missions,"God may not call you to move to another country to join the Great Commission, but he has called you to play a significant part."
1178,Does Reformed Theology Impede Racial Reconciliation?,https://www.desiringgod.org/interviews/does-reformed-theology-impede-racial-reconciliation,2018-03-30,Race & Ethnic Harmony,Some have suggested Reformed theology is a hurdle to racial harmony. Pastor John explains why the opposite has been true over decades of urban ministry.
1177,Dating: Good Jealousy and Bad,https://www.desiringgod.org/interviews/dating-good-jealousy-and-bad,2018-03-28,Marriage,"Is all jealousy bad? No, God models perfect jealousy, and calls us to have the same zeal for his glory in all we do — even in dating."
1176,Is It Sinful for My Husband and Me to Pray Against Pregnancy?,https://www.desiringgod.org/interviews/is-it-sinful-for-my-husband-and-me-to-pray-against-pregnancy,2018-03-26,Children,"God’s highest priority is not for us to have children, but for us to have Christ-exalting faith that overflows in meeting the needs of others."
1175,Isn’t It Loving to My Family to Prepare for Doomsday?,https://www.desiringgod.org/interviews/isnt-it-loving-to-my-family-to-prepare-for-doomsday,2018-03-23,Risk,Has a husband and father failed in his God-given responsibility if his family is suffering when he could have prevented it?
1174,How to Climb the Corporate Ladder — for Jesus’s Sake,https://www.desiringgod.org/interviews/how-to-climb-the-corporate-ladder-for-jesuss-sake,2018-03-21,The Unwasted Life,How can we glorify God in our jobs? Pastor John offers ten reflections to help Christians integrate their Christian life with their working life.
1173,My Midlife Crisis — and Counsel for Yours,https://www.desiringgod.org/interviews/my-midlife-crisis-and-counsel-for-yours,2018-03-19,The Unwasted Life,"Some men may avoid a midlife crisis, but many of us will face one. Pastor John describes his own midlife crisis, and how God carried him through."
1172,Sex-Abuse Allegations and the Egalitarian Myth,https://www.desiringgod.org/interviews/sex-abuse-allegations-and-the-egalitarian-myth,2018-03-16,Manhood & Womanhood,"For fifty years, our culture has denied that men have any unique responsibility to care for and protect women. It was a myth, and it isn’t working."
1171,"When God Feels Distant, He May Want Us to Grow Up",https://www.desiringgod.org/interviews/when-god-feels-distant-he-may-want-us-to-grow-up,2018-03-14,Sanctification & Growth,"When God feels distant, he may be calling us away from a flimsy faith to a tough, unshakable allegiance to Jesus."
1170,God’s Sovereign Plans Behind Your Most Unproductive Days,https://www.desiringgod.org/interviews/gods-sovereign-plans-behind-your-most-unproductive-days,2018-03-12,Sanctification & Growth,"God’s priorities for efficiency in this life are not ours. His aim is not to provide the most direct route, but to sanctify the traveler."
1169,How Do We Avoid Over-Thinking (or Under-Thinking) the Christian Life?,https://www.desiringgod.org/interviews/how-do-we-avoid-over-thinking-or-under-thinking-the-christian-life,2018-03-09,Life of the Mind,"The Bible calls us not to over-think, under-think, think poorly, or think falsely. So how can we avoid slipping into these ruts?"
1168,Do Christians Carry More Emotional Stress Than Non-Christians?,https://www.desiringgod.org/interviews/do-christians-carry-more-emotional-stress-than-non-christians,2018-03-07,Spiritual Growth,"Many believers experience deep emotional stress over the sin and pain in the world. When these emotions become paralyzing, what should we do?"
1167,Christians Are Marrying Later — How Do I Wait in Faith?,https://www.desiringgod.org/interviews/christians-are-marrying-later-how-do-i-wait-in-faith,2018-03-05,Marriage,"Although some singles are delaying marriage for the wrong reasons, many are not. What does God say to those who yearn to marry but have no prospects?"
1166,Will We Be Finally ‘Saved’ by Faith Alone?,https://www.desiringgod.org/interviews/will-we-be-finally-saved-by-faith-alone,2018-03-02,Justification,Protestants have long championed justification by faith alone. But we distort this truth when we confuse justification and final salvation.
1165,Do Reproductive Technologies Oppose God’s Design?,https://www.desiringgod.org/interviews/do-reproductive-technologies-oppose-gods-design,2018-02-28,Children,What encouragement does God give to those who are the product of reproductive technology and feel like they were abandoned by a biological parent?
1164,In What Way Will Christians Judge Angels?,https://www.desiringgod.org/interviews/in-what-way-will-christians-judge-angels,2018-02-26,Heaven & Hell,"In the new heavens and new earth, Christians will sit with Jesus on his throne. Ordinary believers will join God in judging the universe."
1163,Do Cessationists Miss Out on the Full Joys of Christianity?,https://www.desiringgod.org/interviews/do-cessationists-miss-out-on-the-full-joys-of-christianity,2018-02-23,Spiritual Gifts,God calls us to pursue our fullest joy in him. Will we fall short if we don’t pursue the extraordinary supernatural gifts like tongues and prophecy?
1162,Can a Devout Roman Catholic Be Genuinely Born Again?,https://www.desiringgod.org/interviews/can-a-devout-roman-catholic-be-genuinely-born-again,2018-02-21,Justification,"Roman Catholic teaching has led many astray, even into destruction. But are there some genuine Christians in the Roman Catholic Church?"
1161,How Does ‘Willful Sinning’ Threaten My Salvation?,https://www.desiringgod.org/interviews/how-does-willful-sinning-threaten-my-salvation,2018-02-19,Killing Sin,All sin involves the will. But continuing to sin deliberately — with eagerness and persistence — will destroy the soul.
1160,Isn’t Veganism Closer to God’s Original Design?,https://www.desiringgod.org/interviews/isnt-veganism-closer-to-gods-original-design,2018-02-16,Diet & Exercise,"Bacon, ground beef, sausage — God allows us to eat meat. But he didn’t always allow it. Is it wise to return to a pre-fall diet?"
1159,In What Sense Did Christ Die for the Non-Elect?,https://www.desiringgod.org/interviews/in-what-sense-did-christ-die-for-the-non-elect,2018-02-14,The Death of Christ,Don’t let the truth of God’s electing love prevent you from declaring that Christ died for all. Whoever believes in him will have eternal life.
1158,Avoiding Pride in a World of Selfie Sticks and Social Media Platforms,https://www.desiringgod.org/interviews/avoiding-pride-in-a-world-of-selfie-sticks-and-social-media-platforms,2018-02-12,Technology,"Instagram selfies, Facebook updates, and endless Snaps feed off our self-focus and self-exaltation. But the sins behind the technology are not new."
1157,Did Jesus Advocate Castration to Break Sex Addiction?,https://www.desiringgod.org/interviews/did-jesus-advocate-castration-to-break-sex-addiction,2018-02-09,Pornography,"If you pluck out your right eye to fight lust, your left eye will pick up the slack. We need more than self-mutilation to fight this enemy."
1156,How Important Is It to Confess My Sin to Someone Other Than God?,https://www.desiringgod.org/interviews/how-important-is-it-to-confess-my-sin-to-someone-other-than-god,2018-02-07,Killing Sin,"The New Testament teaches that Christians should confess their sins regularly — not only to God, but also to each other."
1155,Did Jesus Say I’d Be Healthier If My Faith Were Stronger?,https://www.desiringgod.org/interviews/did-jesus-say-id-be-healthier-if-my-faith-were-stronger,2018-02-05,Prayer,"If you have a mustard seed of faith and mountains aren’t moving, you may have the wrong kind of faith — or God may have a better plan."
1154,"How Do I Fight Pride When Competing in School, Business, and Sports?",https://www.desiringgod.org/interviews/how-do-i-fight-pride-when-competing-in-school-business-and-sports,2018-02-02,Pride & Humility,"Grading on a curve, competing for a job against others, sports-team tryouts — how do we seek the good of others when they are our rivals?"
1153,Two Strategies to Win the War on Lust,https://www.desiringgod.org/interviews/two-strategies-to-win-the-war-on-lust,2018-01-31,Sexual Purity,"God calls us to not only resist lustful thoughts, but to fill our minds with the beauties of Christ so that our desires gradually conform to his."
1152,Following Christ Is Costly — But How Do You Count the Cost?,https://www.desiringgod.org/interviews/following-christ-is-costly-but-how-do-you-count-the-cost,2018-01-29,The Christian Life,We don’t get to negotiate the cost of following Christ. But there is no cost you can pay that won’t be made up a thousandfold in the resurrection.
1151,“Let Your Light Shine” — Should I Instagram My Good Works?,https://www.desiringgod.org/interviews/let-your-light-shine-should-i-instagram-my-good-works,2018-01-26,Technology,"Jesus commands us to do our good deeds in secret, but he also commands us to let our good deeds shine before others. How can we do both?"
1150,Is This Life Too Short to Determine Our Eternal Destiny?,https://www.desiringgod.org/interviews/is-this-life-too-short-to-determine-our-eternal-destiny,2018-01-24,The Wrath of God,God would be just to condemn us even if we only sinned for five seconds. The time it takes us to sin does not measure the gravity of the offense.
1149,Is There a Place for Female Professors at Seminary?,https://www.desiringgod.org/interviews/is-there-a-place-for-female-professors-at-seminary,2018-01-22,Education & Ministry,"Seminary professors need to be more than competent exegetes, linguists, or theologians. They need to embody the pastoral office."
1148,Does God’s Happiness Depend on Mine?,https://www.desiringgod.org/interviews/does-gods-happiness-depend-on-mine,2018-01-19,Christian Hedonism,"When one sinner repents, God and his angels rejoice in heaven. Does that mean that God’s happiness depends on ours?"
1147,What Value Is the Old Testament to the Christian Life?,https://www.desiringgod.org/interviews/what-value-is-the-old-testament-to-the-christian-life,2018-01-17,Bible Reading,All Scripture is profitable — not just the pages of the New Testament. But how should Christians read the Old Testament in light of Christ’s coming?
1146,Does God Love the Non-Elect?,https://www.desiringgod.org/interviews/does-god-love-the-non-elect,2018-01-15,Predestination,"God has a special love for his adopted children, but that does not mean he has no love for those who reject him."
1145,Do Non-Christians Ever Please God?,https://www.desiringgod.org/interviews/do-non-christians-ever-please-god,2018-01-12,Justification,"Can a non-Christian ever please God? If not, how should we understand the account of Cornelius in Acts 10?"
1144,What’s Wrong with Dressing Immodestly for Attention?,https://www.desiringgod.org/interviews/whats-wrong-with-dressing-immodestly-for-attention,2018-01-10,Women,"When billboards, TV commercials, and even dolls tell women that beauty comes from tight, trim-cut clothing, how can we cultivate beauty in the heart?"
1143,To Discouraged Pastors and Their Wives,https://www.desiringgod.org/interviews/to-discouraged-pastors-and-their-wives,2018-01-08,Youth Ministry,"What should a pastor do if he feels discouraged, defeated, and almost ready to quit? Pastor John gives a series of diagnostic questions."
1142,Why ‘Falling Out of Love’ Never Justifies Divorce,https://www.desiringgod.org/interviews/why-falling-out-of-love-never-justifies-divorce,2018-01-05,Divorce & Remarriage,Staying married is not first about staying in love. It’s about keeping a covenant that reflects Jesus’s own commitment to his bride — the church.
1141,Deep Bible Reading Strategies for the Tired and Busy,https://www.desiringgod.org/interviews/deep-bible-reading-strategies-for-the-tired-and-busy,2018-01-03,Bible Reading,"Deep study of Scripture yields deep payoffs, but many of us can’t engage in rigorous study every day. So how do we strike a proper balance?"
1140,"A New Year, A New Bible Reading Plan",https://www.desiringgod.org/interviews/a-new-year-a-new-bible-reading-plan,2018-01-01,Bible Reading,We need to read large sections of Scripture and stop to meditate on short passages. Pastor John recommends a reading plan that allows you to do both.
1139,I’m Retired and Want to Do Missions — What’s My First Step?,https://www.desiringgod.org/interviews/im-retired-and-want-to-do-missions-whats-my-first-step,2017-12-29,Retirement,"Retirees, what a glorious exchange it would be to give up our golf game and bridge club for the mission field. But where should we start?"
1138,Where Is Heaven Right Now?,https://www.desiringgod.org/interviews/where-is-heaven-right-now,2017-12-27,Heaven & Hell,We can say with confidence God does not dwell in a geographic place we could go to in a spaceship. So what can we say about the location of heaven?
1137,Why Did Jesus Need to ‘Learn Obedience’?,https://www.desiringgod.org/interviews/why-did-jesus-need-to-learn-obedience,2017-12-25,The Life of Christ,Why does Hebrews tell us that Jesus needed to “learn obedience” and “be made perfect” if the Bible also says he never sinned?
